rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
6040,10812504,K02570.02,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,0,0,0,q1_q17_dr25_sup_koi,,4.4296786,,,133.1491002,,,2454966.149,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.29269,48.11438,15.577,16.968,15.593,14.981,14.576,13.325,12.703,12.535,,,,,,,,,,,,,,,,,,,,,,,,,
8947,11092783,K07408.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.15998178,5.1e-05,-5.1e-05,132.69545,0.00739,-0.00739,2454965.695,0.00739,-0.00739,0.0,,,,,,1.306,6.677,-0.105,3.356,0.437,-0.437,,,,412.4,51.4,-51.4,0.326958,6.669615,-0.103966,0.01975,1.08056,-0.00697,LS+MCMC,19.07,0.85,-0.75,0.048,,,64.45,,,574.0,,,25.63,3.69,-3.17,3.03,1.5,-1.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2238,0.5081,q1_q17_dr25_koi,4.013251,9.574152,9.9,1,261.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9658,Mandel and Agol (2002 ApJ 580 171),,,011/011092/011092783/dv/kplr011092783-20160209194854_dvr.pdf,011/011092/011092783/dv/kplr011092783-001-20160209194854_dvs.pdf,3900.0,46.0,-50.0,4.727,0.017,-0.022,-0.1,0.1,-0.1,0.534,0.024,-0.021,0.555,0.02,-0.025,,,,q1_q17_dr25_stellar,295.83051,48.602261,15.949,17.356,16.011,15.346,15.029,13.765,13.053,12.94,0.0,19.722054,2.4e-05,48.60279,0.00028,0.7,0.85,1.91,0.99,-0.00014,0.00035,-0.00098,0.0004,-0.03,0.37,0.54,0.58,0.54,0.57,0.1,0.39,0.49,0.59,0.51,0.6
3880,5040223,K04354.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET,0.996023763,6.767e-06,-6.767e-06,132.16613,0.00564,-0.00564,2454965.166,0.00564,-0.00564,0.0,,,,,,1.147,0.341,-0.163,5.412,0.461,-0.461,,,,98.3,5.9,-5.9,0.156122,0.337996,-0.144255,0.0304,0.03436,-0.00928,LS+MCMC,18.36,5.97,-2.56,0.0197,,,10.91,,,1991.0,,,3727.96,3683.65,-1333.18,1.168,0.44,-0.44,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,q1_q17_dr25_koi,3.6701946,11.545547,21.3,1,1352.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8477,Mandel and Agol (2002 ApJ 580 171),,,005/005040/005040223/dv/kplr005040223-20160209194854_dvr.pdf,005/005040/005040223/dv/kplr005040223-001-20160209194854_dvs.pdf,6110.0,193.0,-214.0,4.387,0.09,-0.21,-0.1,0.25,-0.3,1.077,0.35,-0.15,1.029,0.167,-0.125,,,,q1_q17_dr25_stellar,298.56668,40.128239,14.705,15.192,14.65,14.496,14.359,13.564,13.207,13.148,0.0,19.904761,3.1e-05,40.13435,0.00037,13.0,1.3,22.0,1.3,-0.000614,6.3e-05,-0.001081,6.5e-05,,,,,,,,,,,,
2518,6779260,K02678.01,Kepler-1313 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.833087643,5.489e-06,-5.489e-06,131.63482,0.00116,-0.00116,2454964.635,0.00116,-0.00116,0.0,,,,,,0.932,0.01,-0.649,1.51,0.0366,-0.0366,,,,461.4,13.4,-13.4,0.024847,6.7e-05,-0.004568,0.74371,11.02818,-0.09581,LS+MCMC,2.25,0.23,-0.12,0.046,,,83.58,,,1012.0,,,247.8,77.17,-43.17,8.33,4.1,-4.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2327,0.4526,q1_q17_dr25_koi,13.247334,112.07767,40.2,2,350.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9645,Mandel and Agol (2002 ApJ 580 171),,,006/006779/006779260/dv/kplr006779260-20160209194854_dvr.pdf,006/006779/006779260/dv/kplr006779260-001-20160209194854_dvs.pdf,5397.0,107.0,-107.0,4.543,0.033,-0.083,-0.02,0.15,-0.15,0.831,0.084,-0.045,0.878,0.043,-0.059,,,,q1_q17_dr25_stellar,292.38855,42.233261,11.799,12.377,11.755,11.551,11.463,10.522,10.13,10.088,0.721,19.4925705,1.5e-06,42.2333,1.7e-05,0.021,0.061,0.146,0.06,1.1e-05,2.8e-05,8e-06,2.8e-05,-0.024,0.086,0.09,0.11,0.1,0.1,-0.007,0.088,0.21,0.11,0.21,0.11
4623,3758922,K04853.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.625,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,17.7412303,0.0003966,-0.0003966,144.3554,0.0136,-0.0136,2454977.355,0.0136,-0.0136,0.0,,,,,,0.065,0.392,-0.065,4.816,0.566,-0.566,,,,144.7,18.6,-18.6,0.010924,0.000752,-0.000925,1.37638,3.51982,-0.57022,LS+MCMC,1.14,0.35,-0.11,0.1346,,,89.87,,,684.0,,,51.69,44.67,-15.09,28.4,12.1,-12.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2602,0.4096,q1_q17_dr25_koi,3.2794206,8.6621,9.2,1,62.0,1.0,q1_q17_dr25_tce,11111011101110111000000000000000,0.1951,Mandel and Agol (2002 ApJ 580 171),,,003/003758/003758922/dv/kplr003758922-20160209194854_dvr.pdf,003/003758/003758922/dv/kplr003758922-001-20160209194854_dvs.pdf,5817.0,139.0,-191.0,4.491,0.052,-0.208,0.08,0.25,-0.3,0.956,0.289,-0.096,1.032,0.112,-0.125,,,,q1_q17_dr25_stellar,294.47876,38.883659,14.641,15.188,14.589,14.406,14.33,13.518,13.134,13.07,0.938,19.631917,4.3e-05,38.88366,0.00048,0.0,1.8,0.0,1.7,1e-05,0.00024,-4e-05,0.00023,-0.9,1.1,-1.1,1.1,1.5,1.1,-0.9,1.1,-1.3,1.1,1.6,1.1
2752,11285870,K03110.01,Kepler-1429 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.972,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.48494315,3.379e-05,-3.379e-05,135.01836,0.00541,-0.00541,2454968.018,0.00541,-0.00541,0.0,,,,,,0.3,0.143,-0.3,2.752,0.179,-0.179,,,,134.9,12.7,-12.7,0.010746,0.000478,-0.000721,1.63772,0.46116,-0.59827,LS+MCMC,1.23,0.41,-0.13,0.055,,,88.57,,,1199.0,,,488.22,477.99,-152.79,12.03,3.4,-3.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.302,0.319,q1_q17_dr25_koi,3.6308131,11.137843,12.4,1,233.0,1.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.4152,Mandel and Agol (2002 ApJ 580 171),,,011/011285/011285870/dv/kplr011285870-20160209194854_dvr.pdf,011/011285/011285870/dv/kplr011285870-001-20160209194854_dvs.pdf,6217.0,172.0,-216.0,4.437,0.056,-0.224,-0.08,0.25,-0.3,1.051,0.349,-0.116,1.1,0.153,-0.153,,,,q1_q17_dr25_stellar,285.36624,49.044868,14.879,15.285,14.827,14.704,14.666,13.775,13.508,13.404,0.0,19.024427,4e-05,49.04583,0.0004,0.4,1.4,3.5,1.4,-4e-05,0.00018,-0.00041,0.00018,-0.74,0.52,0.59,0.93,0.95,0.57,-0.71,0.48,0.7,1.1,0.96,0.71
9358,11152950,K08045.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---HALO_GHOST,4.17363793,4.76e-05,-4.76e-05,134.20036,0.00944,-0.00944,2454967.2,0.00944,-0.00944,0.0,,,,,,0.597,0.352,-0.394,2.738,0.329,-0.329,,,,49.7,6.3,-6.3,0.006756,0.000446,-0.000483,0.92108,2.00466,-0.86759,LS+MCMC,2.52,0.29,-0.95,0.0602,,,86.38,,,2197.0,,,5511.8,2152.51,-3613.23,9.47,4.1,-4.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.312,0.2913,q1_q17_dr25_koi,3.7136111,8.130128,10.5,1,256.0,1.0,q1_q17_dr25_tce,11111101110111011000000000000000,0.1013,Mandel and Agol (2002 ApJ 580 171),,,011/011152/011152950/dv/kplr011152950-20160209194854_dvr.pdf,011/011152/011152950/dv/kplr011152950-001-20160209194854_dvs.pdf,6619.0,180.0,-200.0,3.595,0.323,-0.057,-0.16,0.3,-0.25,3.41,0.401,-1.282,1.67,0.229,-0.343,,,,q1_q17_dr25_stellar,298.23053,48.794109,12.754,13.036,12.703,12.634,12.648,11.771,11.595,11.537,0.0,19.882192,2.4e-05,48.7983,0.00023,5.58,0.84,15.08,0.83,-0.000282,4.3e-05,-0.000766,4.3e-05,7.1,0.19,6.52,0.12,9.64,0.2,7.13,0.18,6.53,0.11,9.67,0.19
5071,7732791,K03623.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,SWEET_EB---DEPTH_ODDEVEN_DV---DEPTH_ODDEVEN_ALT---MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT---DEEP_V_SHAPED,1.032068851,6.24e-07,-6.24e-07,131.8383,0.000535,-0.000535,2454964.838,0.000535,-0.000535,0.0,,,,,,1.014,10.79,-0.192,2.1344,0.0299,-0.0299,,,,121990.0,1055.0,-1055.0,0.571264,10.70493,-0.139741,1.73073,88.67605,-0.26258,LS+MCMC,44.35,1.56,-3.68,0.0179,,,77.27,,,1221.0,,,523.01,107.99,-138.52,4.6,2.3,-2.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0604,0.696,q1_q17_dr25_koi,242.72987,2383.76,140.0,1,505.0,1.0,q1_q17_dr25_tce,01000100011110000000000000000000,0.0,Mandel and Agol (2002 ApJ 580 171),,,007/007732/007732791/dv/kplr007732791-20160209194854_dvr.pdf,007/007732/007732791/dv/kplr007732791-001-20160209194854_dvs.pdf,4387.0,132.0,-145.0,4.587,0.049,-0.017,0.28,0.15,-0.3,0.711,0.025,-0.059,0.712,0.043,-0.054,,,,q1_q17_dr25_stellar,282.55338,43.417358,16.177,17.362,16.21,15.668,15.392,14.117,13.48,13.302,0.0,18.83689233,1.2e-07,43.4173816,1.2e-06,0.0129,0.0048,0.0778,0.0043,0.005,0.056,0.002,0.077,-0.025,0.067,-0.001,0.067,0.025,0.067,0.033,0.073,-0.018,0.077,0.038,0.079
8034,7812893,K06919.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.409,0,0,0,0,q1_q17_dr25_sup_koi,MOD_NONUNIQ_ALT,8.7998722,0.0001038,-0.0001038,136.37744,0.00981,-0.00981,2454969.377,0.00981,-0.00981,0.0,,,,,,0.344,0.15,-0.344,1.153,0.382,-0.382,,,,270.3,53.9,-53.9,0.014814,0.002058,-0.002114,42.18301,62.93533,-41.56888,LS+MCMC,1.09,0.05,-0.09,0.0729,,,89.65,,,577.0,,,26.18,5.79,-6.99,55.7,27.7,-27.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0563,0.7032,q1_q17_dr25_koi,2.6075852,7.10616,7.4,1,154.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0575,Mandel and Agol (2002 ApJ 580 171),,,007/007812/007812893/dv/kplr007812893-20160209194854_dvr.pdf,007/007812/007812893/dv/kplr007812893-001-20160209194854_dvs.pdf,4298.0,129.0,-142.0,4.603,0.053,-0.018,0.12,0.25,-0.3,0.675,0.028,-0.057,0.668,0.052,-0.052,,,,q1_q17_dr25_stellar,288.37213,43.591221,15.86,17.09,15.871,15.333,15.003,13.845,13.161,13.017,0.169,19.224785,3.7e-05,43.59088,0.0004,-0.9,1.4,-1.2,1.5,0.00024,0.00036,0.00033,0.00036,-0.3,1.2,0.1,0.76,0.3,1.3,-0.4,1.1,0.15,0.86,0.4,1.3
7751,5031804,K06500.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,LPP_DV_TOO_HIGH,1.37347867,1.198e-05,-1.198e-05,132.22105,0.00689,-0.00689,2454965.221,0.00689,-0.00689,0.0,,,,,,0.9848,0.0059,-0.0074,12.62,1.8,-1.8,,,,289.9,31.3,-31.3,0.022179,0.002807,-0.004245,0.01045,0.00015,-8e-05,MCMC,4.25,1.85,-1.26,0.0257,,,13.75,,,2505.0,,,9313.26,12127.45,-5327.2,1.0138,0.0146,-0.0146,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3133,0.2688,q1_q17_dr24_koi,3.9164815,7.2290244,27.2,1,979.0,2.0,q1_q17_dr24_tce,11111111111111111000000000000000,,Mandel and Agol (2002 ApJ 580 171),,,005/005031/005031804/dv/kplr005031804-20141002224145_dvr.pdf,005/005031/005031804/dv/kplr005031804-002-20141002224145_dvs.pdf,6877.0,191.0,-250.0,4.028,0.248,-0.248,-0.5,0.24,-0.28,1.753,0.765,-0.518,1.196,0.289,-0.167,,,,stellar_q1_q17,296.83371,40.16124,12.821,13.083,12.778,12.708,12.66,11.786,11.562,11.527,0.0,19.7888895,5.4e-06,40.161189,5.5e-05,-0.98,0.22,-0.18,0.2,6.8e-05,1.3e-05,1e-05,1.2e-05,-0.31,0.14,0.085,0.092,0.32,0.14,-0.26,0.14,0.129,0.091,0.29,0.14
1727,11774303,K02269.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,0,q1_q17_dr25_sup_koi,MOD_ODDEVEN_DV,0.614083885,8.17e-07,-8.17e-07,132.46969,0.00111,-0.00111,2454965.47,0.00111,-0.00111,0.0,,,,,,0.106,0.344,-0.106,0.9817,0.0403,-0.0403,,,,389.5,13.9,-13.9,0.01832,0.000522,-0.000469,5.8184,0.24886,-2.40193,LS+MCMC,2.55,0.8,-0.32,0.0156,,,88.76,,,2603.0,,,10827.22,9729.43,-3739.42,4.877,0.209,-0.209,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3155,0.3031,q1_q17_dr25_koi,4.61359,33.34368,36.4,1,2178.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9032,Mandel and Agol (2002 ApJ 580 171),,,011/011774/011774303/dv/kplr011774303-20160209194854_dvr.pdf,011/011774/011774303/dv/kplr011774303-001-20160209194854_dvs.pdf,6521.0,158.0,-249.0,4.352,0.062,-0.2,0.21,0.15,-0.4,1.276,0.4,-0.16,1.334,0.15,-0.206,,,,q1_q17_dr25_stellar,297.01965,49.997379,15.177,15.548,15.114,15.018,14.969,14.145,13.955,13.917,0.0,19.8013316,8.1e-06,49.99757,8.8e-05,0.72,0.28,0.68,0.32,-6.7e-05,9.2e-05,-0.00021,0.0001,0.55,0.11,0.033,0.089,0.55,0.11,0.54,0.11,0.076,0.088,0.55,0.11
7291,5385139,K06000.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,1,0,1,0,q1_q17_dr25_sup_koi,LPP_DV---HALO_GHOST,12.4297161,0.0004724,-0.0004724,141.2846,0.042,-0.042,2454974.285,0.042,-0.042,0.0,,,,,,0.293,0.184,-0.293,15.078,0.834,-0.834,,,,192.7,15.4,-15.4,0.0127,0.000765,-0.000553,0.02832,0.01653,-0.01897,LS+MCMC,1.26,0.38,-0.13,0.1058,,,87.27,,,742.0,,,71.78,65.79,-21.0,6.14,1.8,-1.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2602,0.4096,q1_q17_dr25_koi,3.468151,10.693657,13.3,1,96.0,1.0,q1_q17_dr25_tce,00011111111111111000000000000000,0.2297,Mandel and Agol (2002 ApJ 580 171),,,005/005385/005385139/dv/kplr005385139-20160209194854_dvr.pdf,005/005385/005385139/dv/kplr005385139-001-20160209194854_dvs.pdf,5754.0,160.0,-200.0,4.534,0.037,-0.213,0.07,0.25,-0.3,0.905,0.281,-0.088,1.021,0.11,-0.134,,,,q1_q17_dr25_stellar,297.52072,40.585419,15.842,16.447,15.776,15.582,15.456,14.533,14.164,14.12,0.0,19.834804,2e-05,40.58577,0.00025,3.67,0.82,1.25,0.89,-0.00065,0.00014,-0.00046,0.00016,0.45,0.73,-0.9,0.82,1.01,0.8,0.17,0.74,-1.19,0.84,1.2,0.84
4382,4141593,K07685.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.791,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,33.502923,0.001041,-0.001041,158.6469,0.0282,-0.0282,2454991.647,0.0282,-0.0282,0.0,,,,,,0.756,0.2,-0.516,11.947,0.709,-0.709,,,,70.9,6.2,-6.2,0.008374,0.001474,-0.000855,0.04941,0.10684,-0.00185,LS+MCMC,1.08,0.3,-0.25,0.1984,,,86.97,,,645.0,,,40.79,34.15,-19.55,14.31,6.2,-6.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2965,0.3342,q1_q17_dr25_koi,3.38466,7.9662275,12.5,2,38.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4889,Mandel and Agol (2002 ApJ 580 171),,,004/004141/004141593/dv/kplr004141593-20160209194854_dvr.pdf,004/004141/004141593/dv/kplr004141593-002-20160209194854_dvs.pdf,5999.0,163.0,-181.0,4.263,0.22,-0.18,-0.32,0.3,-0.3,1.177,0.335,-0.274,0.926,0.132,-0.096,,,,q1_q17_dr25_stellar,286.77313,39.277531,13.219,13.679,13.177,13.022,12.961,12.094,11.843,11.72,0.078,19.118241,2.1e-05,39.27765,0.00029,1.33,0.88,0.4,1.0,-9.9e-05,6.8e-05,-3.4e-05,8e-05,1.1,0.66,0.29,0.78,1.13,0.73,0.66,0.61,0.25,0.83,0.7,0.73
2457,7673192,K02722.02,Kepler-402 e,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,11.24284815,7.649e-05,-7.649e-05,136.32084,0.00569,-0.00569,2454969.321,0.00569,-0.00569,0.0,,,,,,0.52,0.102,-0.406,4.241,0.156,-0.156,,,,136.0,8.3,-8.3,0.010988,0.000231,-0.000637,0.81171,0.64899,-0.01094,LS+MCMC,1.44,0.25,-0.22,0.0988,,,88.3,,,931.0,,,177.7,86.98,-62.22,17.57,7.0,-7.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,q1_q17_dr25_koi,4.190815,17.8426,17.4,5,103.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.927,Mandel and Agol (2002 ApJ 580 171),,,007/007673/007673192/dv/kplr007673192-20160209194854_dvr.pdf,007/007673/007673192/dv/kplr007673192-003-20160209194854_dvs.pdf,6052.0,121.0,-133.0,4.285,0.137,-0.112,-0.12,0.15,-0.15,1.202,0.208,-0.189,1.015,0.085,-0.068,,,,q1_q17_dr25_stellar,288.37024,43.35461,13.268,13.567,13.221,13.14,13.127,12.303,12.082,11.993,0.001,19.224677,1e-05,43.3548,0.00011,-0.2,0.4,0.67,0.41,2.7e-05,5.4e-05,-0.000119,5.6e-05,0.22,0.15,-0.23,0.37,0.32,0.31,0.13,0.19,-0.26,0.4,0.29,0.4
7710,9304561,K07158.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,0,0,1,q1_q17_dr25_sup_koi,CENTROID_SIGNIF_UNCERTAIN---PARENT_IS_3597.01,1.219049953,8.33e-06,-8.33e-06,132.09455,0.0057,-0.0057,2454965.095,0.0057,-0.0057,0.0,,,,,,0.0517,0.4028,-0.0515,1.477,0.192,-0.192,,,,53.5,6.7,-6.7,0.006735,0.000508,-0.000475,3.28377,1.31947,-2.02497,MCMC,2.48,0.96,-1.35,0.0249,,,89.38,,,2948.0,,,17862.9,22204.71,-14919.79,6.37,2.6,-2.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2974,0.3251,q1_q17_dr24_koi,10.486861,8.412362,10.1,1,1094.0,1.0,q1_q17_dr24_tce,11111111111111111000000000000000,,Mandel and Agol (2002 ApJ 580 171),,,009/009304/009304561/dv/kplr009304561-20141002224145_dvr.pdf,009/009304/009304561/dv/kplr009304561-001-20141002224145_dvs.pdf,5742.0,222.0,-313.0,3.521,0.521,-0.521,-0.58,0.3,-0.32,3.374,1.31,-1.842,1.378,0.3,-0.502,,,,stellar_q1_q17,299.68271,45.71133,13.92,14.566,13.943,13.643,13.483,12.56,12.289,12.137,0.25,19.978889,4.7e-05,45.71143,0.00051,1.6,1.8,0.4,1.8,-5.3e-05,6.5e-05,-2.5e-05,6.7e-05,-1.2,1.0,0.5,1.4,1.3,1.4,-1.0,1.0,0.5,1.2,1.1,1.2
5825,4245933,K02190.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,1,1,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,11.2580745,0.0001447,-0.0001447,140.794,0.011,-0.011,2454973.794,0.011,-0.011,0.0,,,,,,0.955,0.004,-0.005,23.516,0.588,-0.588,,,,713.3,16.2,-16.2,0.033455,0.000439,-0.000854,0.0008,8e-05,-7e-05,LS+MCMC,2.14,0.23,-0.16,0.0836,,,56.93,,,497.0,,,14.44,5.21,-3.67,1.75,0.175,-0.175,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.101,0.6443,q1_q17_dr25_koi,4.963708,25.655313,55.4,1,123.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4859,Mandel and Agol (2002 ApJ 580 171),,,004/004245/004245933/dv/kplr004245933-20160209194854_dvr.pdf,004/004245/004245933/dv/kplr004245933-001-20160209194854_dvs.pdf,4257.0,115.0,-140.0,4.691,0.032,-0.052,-0.2,0.3,-0.3,0.586,0.062,-0.045,0.623,0.056,-0.062,,,,q1_q17_dr25_stellar,286.40198,39.338799,15.83,17.043,15.818,15.311,15.04,13.914,13.297,13.158,0.0,19.0933046,9.4e-06,39.339504,9.6e-05,-6.74,0.39,2.53,0.34,0.00397,0.00025,-0.00184,0.00022,-5.78,0.35,1.62,0.68,6.0,0.38,-6.17,0.44,1.06,0.56,6.26,0.37
2418,5383248,K00261.01,Kepler-96 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_SATURATED,16.23847733,1.477e-05,-1.477e-05,171.019564,0.000695,-0.000695,2455004.02,0.000695,-0.000695,0.0,,,,,,0.766,0.043,-0.517,3.9699,0.0341,-0.0341,,,,646.7,5.8,-5.8,0.025459,0.000265,-0.002033,0.69363,1.40391,-0.15539,LS+MCMC,2.76,0.42,-0.24,0.1235,,,87.94,,,711.0,,,60.35,26.22,-14.02,21.3,8.6,-8.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2622,0.4035,q1_q17_dr25_koi,33.625008,177.37422,125.8,1,79.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.048,Mandel and Agol (2002 ApJ 580 171),,,005/005383/005383248/dv/kplr005383248-20160209194854_dvr.pdf,005/005383/005383248/dv/kplr005383248-001-20160209194854_dvs.pdf,5683.0,114.0,-114.0,4.422,0.085,-0.114,0.04,0.15,-0.15,0.993,0.15,-0.087,0.951,0.067,-0.061,,,,q1_q17_dr25_stellar,297.06961,40.525131,10.297,10.736,10.228,10.109,10.064,9.26,8.928,8.868,0.0,19.8046657,1.4e-06,40.524953,2e-05,1.027,0.059,-0.638,0.073,-0.000182,3.9e-05,0.000369,4.9e-05,1.12,0.23,-0.91,0.39,1.44,0.28,2.39,0.29,-1.33,0.48,2.74,0.39
